286	-1974
330	1046
448	-3222
781	116
899	-105
943	150
1098	595
1142	-2016
1304	118
1593	-1223
1755	-1404
1917	-1685
2033	-523
2484	643
2646	-7556
2808	-81
3375	-717
3537	50
3870	-130
3988	767
4266	-375
4310	241
4428	-955
4761	-54
4879	-3188
4923	52
5157	-223
5201	-762
21340	521
15716	445
20567	1579
7434	731
25968	577
25193	846
22349	518
21791	353
26246	591
20729	562
9054	433
13439	398
18678	680
18722	587
14212	283
20611	415
29252	356
9667	568
6381	596
6543	1476
11701	455
11819	482
21007	222
22844	192
19000	840
15103	251
23078	740
24464	658
8325	572
18560	238
20116	307
24626	415
28479	841
9216	437
10315	1037
11657	639
14663	268
14825	555
21458	431
28361	602
28028	981
6048	459
27632	627
5814	990
11044	463
15059	396
17831	474
12430	490
14050	486
11990	373
21296	174
29090	463
12999	857
6994	627
12548	407
5490	212
8776	594
5319	931
26084	517
9711	394
26903	988
9829	674
7272	650
19451	408
8163	329
13321	433
22682	201
7885	135
13772	309
15554	220
12881	393
6705	677
10810	244
21502	492
17336	453
29865	428
28523	265
24013	859
12386	274
17949	204
11495	760
29414	309
19613	324
17174	375
25355	490
22231	898
16896	768
13934	686
26859	318
22187	225
27137	386
10153	226
17787	295
11206	670
26741	649
18065	617
16445	327
26408	829
21953	291
19569	170
8938	662
8820	815
16940	284
16283	622
15392	494
23122	219
13277	766
18227	270
10766	292
23573	534
25850	867
23735	451
6499	275
27588	132
25517	387
26697	485
16607	504
14168	312
19118	310
27470	500
28974	198
5652	177
10928	302
287	67
331	771
449	-2832
944	-3000
1099	-22488
1143	663
1305	-997
1594	-822
1756	-112
1800	-3304
1918	-33076
2034	-3243
2485	-3528
2647	-4919
2809	516
2980	-530
3376	-33902
3420	333
3538	26
3871	-559
3989	-508
4267	-158
4311	-2780
4429	-1740
4762	361
4924	-827
5040	-1967
5158	-11379
5202	-785
24627	321
16941	404
29253	504
25194	333
21503	282
14051	595
29910	611
20117	324
11658	407
16284	742
20612	390
12431	167
26742	742
16608	691
25851	1749
7273	282
7930	952
16897	345
18110	994
21297	883
22683	279
8777	356
12387	401
10811	473
11702	497
29091	497
25969	711
28524	252
13935	346
9712	922
13322	245
9668	653
25518	720
7435	748
13773	870
12882	448
29415	537
21792	334
24465	815
19452	539
23736	901
27633	413
8821	314
26904	745
18066	527
28362	442
18561	646
21008	524
5653	302
22232	566
20450	368
10767	535
28975	318
23079	569
20568	436
19001	537
18679	814
15393	647
26409	268
27589	550
13160	142
13278	1438
17337	419
14169	49
6049	308
6544	781
6706	323
24960	671
19614	12
9055	218
15555	393
26698	553
26247	587
5815	437
5491	975
23574	914
21459	557
29866	456
17175	427
14213	377
782	814
27471	271
8326	1178
25400	339
28029	177
6995	360
10929	411
17670	754
21341	261
11496	397
12549	456
15104	142
8939	485
8164	346
9217	279
10316	245
16446	379
19290	325
22845	436
27020	520
23123	336
18228	277
21954	257
18723	273
11045	502
7886	349
22070	197
6382	564
22188	114
15717	417
17788	538
26580	391
11991	408
14826	421
27138	263
19119	339
25356	614
14664	127
9550	137
24014	232
11540	709
17832	227
26085	358
11207	607
10154	52
170	-728
288	-3422
332	183
783	-2148
945	-909
1144	-1141
1306	-1816
1595	-3794
1757	-5453
1801	-2660
2035	-959
2486	-565
2530	-633
2648	-4089
2981	-2518
3377	-34743
3421	12
3539	-721
3872	-217
4150	576
4268	-1879
4312	741
4763	400
4925	-7487
5041	-664
5159	-2862
5203	-1946
17338	946
14214	541
27139	784
20613	430
14052	256
25195	1243
25401	932
12270	574
13279	621
25519	839
29416	395
7436	644
8660	269
13936	694
27634	828
18562	396
16285	341
7931	1066
13774	301
28525	310
8327	437
11046	423
11541	1145
28976	594
1919	661
6383	553
9713	221
15105	126
21009	386
23575	587
25357	823
19002	215
25690	693
8165	364
11703	398
16780	542
19291	432
18067	718
21793	484
24510	427
12388	455
18111	404
20451	679
25852	615
8778	401
9218	538
11208	241
5654	302
7274	616
17833	570
20118	166
10650	583
22071	787
19453	190
20569	787
21298	626
21180	1351
28363	386
24466	504
10768	302
20000	369
29254	554
12432	402
13161	564
22189	704
10155	920
26699	472
29867	604
13323	427
15394	680
16898	480
19615	318
18724	553
6545	775
6707	275
24628	629
26743	1320
21955	354
16609	996
9056	524
29911	636
22684	359
26130	151
23737	557
14827	972
5816	552
10812	710
27021	219
15600	140
24015	604
17220	353
17176	215
12883	731
9551	783
17789	676
17671	373
16942	387
10317	603
21342	235
9100	503
9669	773
27472	264
26905	646
21504	438
15556	529
26086	392
11497	228
16447	131
14665	433
5492	601
29092	369
18229	151
22846	1298
24961	315
15718	306
22233	187
26581	163
11992	390
26248	171
8822	687
6996	234
23124	201
7887	212
171	-8482
289	68
784	107
946	271
1145	-170
1307	-1069
1596	-1606
1640	-1767
1758	-1933
1802	-915
2036	-882
2487	-2038
2531	-99
2649	-4119
2982	-1243
3260	292
3378	-368
3422	-444
3873	2431
4151	-154
4269	-2109
4313	-9473
4764	-1646
4926	-1356
5042	-234
5204	29
21299	686
24467	573
20290	489
16330	620
12271	1112
25853	1123
6546	483
7437	890
25402	956
8661	615
10813	457
24962	673
19616	144
28977	240
16781	657
8210	760
5493	358
27635	846
7275	445
8779	230
21181	812
22685	310
10156	551
10200	511
11498	210
11704	716
17339	774
21343	312
21956	554
24511	324
25196	767
23620	123
6384	280
18112	442
26582	710
15557	719
25240	232
26744	1332
29093	438
28364	436
29417	527
5817	681
6708	535
8328	636
13324	467
23576	686
333	723
28526	412
5655	658
17834	238
20119	351
8823	1248
12389	595
14710	617
22847	635
19292	494
15601	310
17672	400
20452	398
11209	191
9219	287
15106	351
29750	456
20001	441
29255	811
12433	644
17221	237
11380	541
11993	256
18068	314
27022	177
15395	466
29868	675
24629	699
13162	576
9101	465
9057	222
16899	655
26131	135
26087	323
8166	131
21505	484
14215	565
9714	237
6997	308
23125	477
27473	478
18563	662
24016	645
17177	487
12884	478
22234	330
13775	606
25358	801
23738	557
11542	388
14053	362
29912	657
15719	304
7888	544
18725	635
16448	161
15890	978
21794	226
26249	227
26906	688
22072	102
7770	481
19454	511
10651	255
10318	423
14828	403
9390	279
14666	365
16943	280
13937	109
16286	371
11047	186
10769	226
7932	247
25691	317
9552	136
20614	50
19003	147
172	263
947	-2383
1146	-602
1308	146
1597	-1192
1641	-196
1759	-6337
1803	-1923
2037	-5510
2370	-4074
2488	-2046
2532	-231
2983	-2405
3261	150
3379	446
3423	-210
3874	-2930
4152	-2138
4314	-3726
4765	-4511
4927	-2046
5043	242
5205	492
10157	550
10490	449
11543	191
18113	910
16287	629
16331	1231
7438	1063
20615	732
8662	443
6547	368
15440	802
6385	483
20291	429
13163	629
14711	790
17060	315
21506	488
7276	331
14054	484
26907	715
8211	450
11705	618
13325	159
17222	370
19004	619
19617	664
23126	457
11381	207
11994	324
25403	374
21795	684
7933	449
28978	444
24350	694
15602	484
28860	289
8167	777
12434	542
15107	205
27023	67
28365	290
5818	1112
7320	1054
9391	844
10814	423
26088	292
29094	657
29913	377
785	832
17178	410
19455	438
7771	624
29256	771
16944	129
23739	597
29869	848
24468	512
19950	760
17835	333
29751	1068
20002	267
21182	437
25197	276
9715	542
22730	255
21344	449
19293	316
17673	295
25854	541
24512	411
6998	774
5494	851
6709	228
13776	884
9553	996
20453	525
14667	970
334	334
27636	386
24017	527
29300	857
29418	431
12885	772
14216	392
13820	806
23621	326
16782	479
18726	222
18069	461
22235	270
13938	370
25359	365
11048	450
14829	455
16449	218
27474	176
12272	678
21957	218
11499	527
18564	257
22073	332
10319	193
10201	573
10652	680
26583	236
15558	412
22848	346
25692	492
8329	686
23577	556
7889	234
5656	252
15891	14
9102	584
8824	565
24963	381
5700	264
26132	384
25241	166
15396	179
6880	169
22686	69
26745	521
28527	653
9058	53
173	275
335	1135
786	-75
830	201
948	32
1147	-2258
1309	-472
1480	-89
1598	149
1642	-49148
1804	491
2038	-363
2489	129
2533	-2789
2984	-1593
3262	475
3424	-287
3875	-5703
4153	-2539
4315	-1548
4766	-9602
4810	-757
4928	-469
5044	-1530
5206	-1642
25404	450
6999	108
25198	488
23578	1483
7277	912
10158	580
26746	588
13164	471
6548	580
19618	325
8663	1056
21183	481
7321	402
27637	1291
6881	562
9103	253
16783	605
20616	623
21840	880
22074	376
24351	299
25693	241
27970	363
22687	446
17674	639
19456	366
28366	591
28528	353
10202	1040
17223	344
20003	797
21345	213
29095	551
16288	48
24018	288
13821	403
18114	686
23460	430
8168	632
9392	1041
12435	293
15559	447
23622	243
5495	332
17836	304
15397	244
15892	669
18565	700
24513	673
19500	355
21958	1449
20292	816
12930	543
17061	527
10815	277
24469	674
19951	448
16170	245
29752	922
10491	271
2371	740
11382	376
13326	448
27475	380
25080	801
9716	340
14712	592
5990	529
9059	733
21796	237
7934	946
14217	352
8825	290
13939	415
26908	512
16945	327
